2021-01-22 03:41:48,553 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-01-22 03:41:48,601 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-01-22 03:41:48,603 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-01-22 03:41:48,604 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-01-22 03:41:48,626 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-01-22 03:41:48,627 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-01-22 03:41:48,629 INFO  SwAddin.cs: 201 - Setting up command manager
2021-01-22 03:41:48,632 INFO  SwAddin.cs: 204 - Adding command manager
2021-01-22 03:41:48,637 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-01-22 03:41:48,639 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-01-22 03:41:48,639 INFO  SwAddin.cs: 210 - Adding event handlers
2021-01-22 03:41:48,666 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-01-22 03:46:26,950 INFO  SwAddin.cs: 294 - Assembly export called for file SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:26,951 INFO  SwAddin.cs: 299 - Save is required
2021-01-22 03:46:26,952 INFO  SwAddin.cs: 313 - Saving assembly
2021-01-22 03:46:26,953 INFO  SwAddin.cs: 316 - Opening property manager
2021-01-22 03:46:26,965 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:26,970 INFO  ExportHelperExtension.cs: 1136 - Found 48 in SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:26,971 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:26,971 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-22 03:46:26,973 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2021-01-22 03:46:26,975 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p03-1
2021-01-22 03:46:26,976 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p03-1
2021-01-22 03:46:26,976 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p03-1
2021-01-22 03:46:26,977 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p09-1
2021-01-22 03:46:26,978 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p09-1
2021-01-22 03:46:26,978 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p09-1
2021-01-22 03:46:26,979 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_CR82350050_SM-1
2021-01-22 03:46:26,980 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_CR82350050_SM-1
2021-01-22 03:46:26,980 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_CR82350050_SM-1
2021-01-22 03:46:26,981 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p01-1
2021-01-22 03:46:26,981 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p01-1
2021-01-22 03:46:26,982 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p01-1
2021-01-22 03:46:26,983 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p10-1
2021-01-22 03:46:26,983 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p10-1
2021-01-22 03:46:26,984 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p10-1
2021-01-22 03:46:26,985 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p07-1
2021-01-22 03:46:27,003 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p07-1
2021-01-22 03:46:27,004 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p07-1
2021-01-22 03:46:27,005 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_CR82350030_SM-1
2021-01-22 03:46:27,006 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_CR82350030_SM-1
2021-01-22 03:46:27,006 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_CR82350030_SM-1
2021-01-22 03:46:27,007 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p06-1
2021-01-22 03:46:27,008 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p06-1
2021-01-22 03:46:27,008 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p06-1
2021-01-22 03:46:27,009 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_CR82350070_SM-2
2021-01-22 03:46:27,010 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_CR82350070_SM-2
2021-01-22 03:46:27,010 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_CR82350070_SM-2
2021-01-22 03:46:27,011 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p02-1
2021-01-22 03:46:27,011 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p02-1
2021-01-22 03:46:27,012 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p02-1
2021-01-22 03:46:27,013 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p04-1
2021-01-22 03:46:27,013 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p04-1
2021-01-22 03:46:27,014 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p04-1
2021-01-22 03:46:27,014 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_CR82350070_SM-1
2021-01-22 03:46:27,015 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_CR82350070_SM-1
2021-01-22 03:46:27,015 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_CR82350070_SM-1
2021-01-22 03:46:27,016 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p05-1
2021-01-22 03:46:27,016 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p05-1
2021-01-22 03:46:27,017 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p05-1
2021-01-22 03:46:27,018 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_CR82350080_SM-1
2021-01-22 03:46:27,018 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_CR82350080_SM-1
2021-01-22 03:46:27,019 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_CR82350080_SM-1
2021-01-22 03:46:27,020 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SMART-5 NJ-130-2.6_p08-1
2021-01-22 03:46:27,021 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p08-1
2021-01-22 03:46:27,022 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SMART-5 NJ-130-2.6_p08-1
2021-01-22 03:46:27,022 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:27,023 INFO  ExportHelperExtension.cs: 1136 - Found 48 in SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:27,023 INFO  ExportHelperExtension.cs: 1145 - Found 9 features of type [RefAxis] in SMART-5 NJ-130-2.6 (3D-STEP)
2021-01-22 03:46:27,024 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-22 03:46:27,024 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2021-01-22 03:46:27,025 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SMART-5 NJ-130-2.6_p03-1
2021-01-22 03:46:27,025 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p03-1
2021-01-22 03:46:27,026 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SMART-5 NJ-130-2.6_p03-1
2021-01-22 03:46:27,027 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SMART-5 NJ-130-2.6_p09-1
2021-01-22 03:46:27,027 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_p09-1
2021-01-22 03:46:27,028 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SMART-5 NJ-130-2.6_p09-1
2021-01-22 03:46:27,029 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SMART-5 NJ-130-2.6_CR82350050_SM-1
2021-01-22 03:46:27,029 INFO  ExportHelperExtension.cs: 1136 - Found 17 in SMART-5 NJ-130-2.6_CR82350050_SM-1
